cohort	n_cells_in_cohort	result	category	pooled_n	pooled_frac	n_donors	donor_unweighted_mean_frac	donor_unweighted_sd_frac	n_studies	study_unweighted_mean_frac	study_unweighted_sd_frac
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	D+P	145	0.002178878403558334	433	0.004392196309362642	0.049424568500159076	36	0.002334205968598458	0.004936701830104053
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	D_only	1489	0.022374827192402476	433	0.020810090331274587	0.05481240276060476	36	0.019917531433515486	0.0238425035130115
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	F+P	2895	0.04350243433311294	433	0.037283633651126837	0.06977626556450668	36	0.04128172012238932	0.04545055478684123
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	F_only	28335	0.4257828935505199	433	0.3507056208772537	0.2898115704388529	36	0.39777508958391966	0.26906620207061793
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	P_only	2333	0.035057402175873054	433	0.05056720658952033	0.12739057453458624	36	0.04455920163185531	0.06908511990699227
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	none	27356	0.4110717076395985	433	0.4906625178705523	0.3290879408652925	36	0.3841219929621323	0.28042717114420246
primary27_minus_CLU_ASS1_top10pct	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	D	11161	0.16771353008354872	433	0.18130089890340947	0.19523124350242116	36	0.14967543712687228	0.13405172515786096
primary27_minus_CLU_ASS1_top10pct	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	F	47747	0.7174821181703432	433	0.6661906976258242	0.2836116334743392	36	0.6802690274763568	0.27809820383336586
primary27_minus_CLU_ASS1_top10pct	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	P	7640	0.11480435174610808	433	0.1525084034707664	0.20068900204362267	36	0.11449997984121543	0.13621597384737577
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	D	1606	0.02413295666285989	433	0.021795018730340596	0.055552085927414806	36	0.02080504832494983	0.024487618239879525
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	F	30367	0.45631724469555807	433	0.37522146895022107	0.30937969547952043	36	0.437558783684059	0.294157870252989
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	P	2421	0.0363797559656188	433	0.05380473284644071	0.13160357480032608	36	0.045837272791281726	0.07106394750456659
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	no_clear_predominance	4798	0.07209833503636473	433	0.058516261602445274	0.09951711265242202	36	0.05612134668202154	0.050917373178975975
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	not_applicable_none_supported	27356	0.4110717076395985	433	0.4906625178705523	0.3290879408652925	36	0.3841219929621323	0.28042717114420246
primary27_minus_CLU_ASS1_top10pct	66548	stepB_regional_refinement_within_F_assigned	Colon_biased	3138	0.047153934002524496	433	0.0471560902837607	0.08454939273867008	36	0.062080334520625086	0.0904978798383115
primary27_minus_CLU_ASS1_top10pct	66548	stepB_regional_refinement_within_F_assigned	SI_biased	9518	0.1430245837590912	433	0.10980823034372073	0.1375090924414459	36	0.1084026605150137	0.10985276618056135
primary27_minus_CLU_ASS1_top10pct	66548	stepB_regional_refinement_within_F_assigned	no_clear_regional_skew	22569	0.339138666826952	433	0.27660366827180877	0.2913483268089122	36	0.32302851741270405	0.25733444220439633
primary27_minus_CLU_ASS1_top10pct	66548	stepB_regional_refinement_within_F_assigned	not_applicable_not_F_assigned	31323	0.47068281541143236	433	0.5664320111007098	0.34115890334088905	36	0.4509329319961016	0.30764238181423936
primary27_minus_CLU_ASS1_top20pct	133095	step0_axis_supported_status	D+F	6908	0.05190277621247981	465	0.03964223435128227	0.06530899194638476	36	0.052737075090720155	0.06868986879704071
primary27_minus_CLU_ASS1_top20pct	133095	step0_axis_supported_status	D+F+P	740	0.005559938389871896	465	0.0037845118747307453	0.015320814280315594	36	0.0033507101576165945	0.005335811360613112
primary27_minus_CLU_ASS1_top20pct	133095	step0_axis_supported_status	D+P	224	0.001683008377474736	465	0.003218196344097053	0.019018862165423516	36	0.0018775868825132752	0.0036521393670531093
primary27_minus_CLU_ASS1_top20pct	133095	step0_axis_supported_status	D_only	2425	0.018220068372215334	465	0.019086636506802958	0.04303614870937687	36	0.015952087932608446	0.017493352010246162
primary27_minus_CLU_ASS1_top20pct	133095	step0_axis_supported_status	F+P	5930	0.044554641421541	465	0.03714636300912042	0.06263538999201292	36	0.04355328630364471	0.056710341490072466
primary27_minus_CLU_ASS1_top20pct	133095	step0_axis_supported_status	F_only	58019	0.4359217100567264	465	0.37917235766638957	0.28598163060651455	36	0.43476680633216397	0.2576823821245765
primary27_minus_CLU_ASS1_top20pct	133095	step0_axis_supported_status	P_only	4188	0.0314662459145723	465	0.0469960886259952	0.10403442065323447	36	0.03745337486984988	0.0594963360455131
primary27_minus_CLU_ASS1_top20pct	133095	step0_axis_supported_status	none	54661	0.41069161125511855	465	0.4709536116215817	0.31273388723205336	36	0.38253129465310526	0.2659812781749222
primary27_minus_CLU_ASS1_top20pct	133095	stepA_coarse_argmax_DESCRIPTIVE_ONLY	D	21181	0.15914196626469815	465	0.16789438847198457	0.17182142292570615	36	0.14204853253738192	0.11840369441000989
primary27_minus_CLU_ASS1_top20pct	133095	stepA_coarse_argmax_DESCRIPTIVE_ONLY	F	97539	0.732852473796912	465	0.6858609531012504	0.267451647220168	36	0.7232603793990621	0.24700837109075646
primary27_minus_CLU_ASS1_top20pct	133095	stepA_coarse_argmax_DESCRIPTIVE_ONLY	P	14375	0.10800555993838987	465	0.1462446584267651	0.18890353788240843	36	0.10691331028577825	0.12976302302876774
primary27_minus_CLU_ASS1_top20pct	133095	stepA_prime_predominant_among_supported	D	2605	0.01957248581840039	465	0.020322156770390735	0.04405394751263629	36	0.01685672104102225	0.01838323420452408
primary27_minus_CLU_ASS1_top20pct	133095	stepA_prime_predominant_among_supported	F	62116	0.46670423381794957	465	0.40315112429871613	0.30440090267637954	36	0.47111090066641764	0.2739735186400342
primary27_minus_CLU_ASS1_top20pct	133095	stepA_prime_predominant_among_supported	P	4352	0.032698448476652014	465	0.04911461385346902	0.10794483003105189	36	0.03907552442870994	0.06154256602089331
primary27_minus_CLU_ASS1_top20pct	133095	stepA_prime_predominant_among_supported	no_clear_predominance	9361	0.07033322063187948	465	0.056458493455842425	0.07322578154778468	36	0.06264778143296718	0.058183888035764256
primary27_minus_CLU_ASS1_top20pct	133095	stepA_prime_predominant_among_supported	not_applicable_none_supported	54661	0.41069161125511855	465	0.4709536116215817	0.31273388723205336	36	0.38253129465310526	0.2659812781749222
primary27_minus_CLU_ASS1_top20pct	133095	stepB_regional_refinement_within_F_assigned	Colon_biased	6057	0.045508847064127125	465	0.04914617255203449	0.08331088505146846	36	0.058080903602024364	0.0608314533008731
primary27_minus_CLU_ASS1_top20pct	133095	stepB_regional_refinement_within_F_assigned	SI_biased	21570	0.16206469063450918	465	0.12303771387276943	0.13984941165611	36	0.12410115820144542	0.1193723064229087
primary27_minus_CLU_ASS1_top20pct	133095	stepB_regional_refinement_within_F_assigned	no_clear_regional_skew	43970	0.3303655283819828	465	0.2875615804767191	0.28264037238071565	36	0.35222581608067566	0.2656862077225687
primary27_minus_CLU_ASS1_top20pct	133095	stepB_regional_refinement_within_F_assigned	not_applicable_not_F_assigned	61498	0.4620609339193809	465	0.5402545330984769	0.3355967083347749	36	0.43781434433807687	0.29066242034211376
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	step0_axis_supported_status	D+F	3671	0.055163190479052715	428	0.043845983509070936	0.08801630915229551	36	0.04104724755275005	0.04807645373695205
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	step0_axis_supported_status	D+F+P	399	0.005995672296688105	428	0.0043951646034946276	0.017088617867962872	36	0.0035875805431449755	0.005814520703477342
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	step0_axis_supported_status	D+P	150	0.0022540121416120694	428	0.002521994770610728	0.016514852400462823	36	0.0025978586326303532	0.005512942452118189
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	step0_axis_supported_status	D_only	1445	0.021713650297529603	428	0.022959540751804876	0.07154498840445579	36	0.018842068696071797	0.02318976903166601
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	step0_axis_supported_status	F+P	3126	0.04697361303119553	428	0.04066809464778597	0.07377788643203824	36	0.04397712659917796	0.05131636246348288
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	step0_axis_supported_status	F_only	29413	0.44198172747490533	428	0.36912272571985155	0.29421557054572023	36	0.41414973442435365	0.274992541376788
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	step0_axis_supported_status	P_only	2309	0.03469676023321512	428	0.04612504147162606	0.12618730667190037	36	0.042969603261545	0.07127770208716885
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	step0_axis_supported_status	none	26035	0.39122137404580154	428	0.47036145452575523	0.3313535811555516	36	0.3772732247347706	0.28066217494415735
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	D	10666	0.1602752900162289	428	0.17146621871244538	0.20412255838595303	36	0.14524148058609035	0.14176147189188562
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	F	48566	0.7297890244635451	428	0.6814949889557571	0.28513175550973036	36	0.6895732043779426	0.28429060317647886
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	P	7316	0.109935685520226	428	0.14703879233179748	0.21084958678981017	36	0.10962975948041145	0.13707841957608596
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepA_prime_predominant_among_supported	D	1555	0.023366592534711787	428	0.023890465310547896	0.07208247099591858	36	0.01977831275312794	0.023733199276455764
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepA_prime_predominant_among_supported	F	31555	0.4741690208571257	428	0.3939472518104543	0.3141555120667907	36	0.44406253818890673	0.29311439536238565
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepA_prime_predominant_among_supported	P	2421	0.0363797559656188	428	0.04985778895022502	0.13036239157451027	36	0.04630755692793503	0.07482834891337567
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepA_prime_predominant_among_supported	no_clear_predominance	4982	0.0748632565967422	428	0.06194303940301755	0.0961314028014018	36	0.057022811839704146	0.0537532442893404
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepA_prime_predominant_among_supported	not_applicable_none_supported	26035	0.39122137404580154	428	0.47036145452575523	0.3313535811555516	36	0.3772732247347706	0.28066217494415735
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepB_regional_refinement_within_F_assigned	Colon_biased	3171	0.04764981667367915	428	0.04675297033944281	0.08164614055441267	36	0.049924176068316804	0.05102865833176675
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepB_regional_refinement_within_F_assigned	SI_biased	9741	0.14637554847628778	428	0.11424094039432481	0.1425180718970822	36	0.10800728759269931	0.10224283904898235
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepB_regional_refinement_within_F_assigned	no_clear_regional_skew	23697	0.35608883813187475	428	0.29703805774643544	0.2956640803852882	36	0.3448302254584106	0.2789503309347425
extended28_minus_CLU_ASS1_top10pct_SENSITIVITY	66548	stepB_regional_refinement_within_F_assigned	not_applicable_not_F_assigned	29939	0.4498857967181583	428	0.5419680315197969	0.3441477973224303	36	0.4416827553250177	0.3056298800777204
